id,number,done,comment,id_wo_ex
2350,1,1,,86_35
2351,3,1,,86_40
2352,2,1,,86_40
2353,1,1,,86_40
2354,3,1,,86_48
2355,2,1,,86_48
2356,1,1,,86_48
2373,7,1,,87_3
2374,6,1,,87_3
2375,5,1,,87_3
2376,4,1,,87_3
2377,3,1,,87_3
2378,2,1,,87_3
2379,1,1,,87_3
2380,2,1,,87_7
2381,1,1,,87_7
2403,9,1,,88_29
2404,8,1,,88_29
2405,7,1,,88_29
2406,6,1,,88_29
2407,5,1,,88_29
2408,4,1,,88_29
2409,3,1,,88_29
2410,2,1,,88_29
2411,1,1,2 с,88_29
2412,2,1,,88_52
2413,1,1,,88_52
2414,3,1,,88_53
2415,2,1,,88_53
2416,1,1,,88_53
2417,3,1,,88_39
2418,2,1,,88_39
2419,1,1,,88_39
2420,4,1,,88_17
2421,3,1,,88_17
2422,2,1,,88_17
2423,1,1,,88_17
2424,4,1,,88_22
2425,3,1,,88_22
2426,2,1,,88_22
2427,1,1,,88_22
2435,5,1,,89_7
2436,4,1,,89_7
2437,3,1,,89_7
2438,2,1,,89_7
2439,1,1,,89_7
2440,2,1,,89_3
2441,1,1,,89_3
2463,1,1,3 сек,90_29
2464,2,1,,90_29
2465,3,1,,90_29
2466,4,1,,90_29
2467,5,1,,90_29
2468,6,1,,90_29
2469,7,1,,90_29
2470,8,1,,90_29
2471,9,1,,90_29
2472,1,1,,90_28
2473,2,1,,90_28
2474,3,1,,90_28
2475,1,1,,90_46
2476,2,1,,90_46
2477,3,1,,90_46
2478,1,1,,90_24
2479,2,1,,90_24
2480,3,1,,90_24
2481,1,1,,90_14
2482,2,1,,90_14
2483,3,1,,90_14
2498,1,1,,91_1
2499,2,1,,91_1
2500,3,1,,91_1
2501,4,1,,91_1
2502,5,1,,91_1
2503,6,1,,91_1
2504,7,1,,91_1
2505,1,1,,91_26
2506,2,1,,91_26
2507,3,1,,91_26
2508,1,1,,91_3
2509,2,1,,91_3
2510,3,1,,91_3
2511,1,1,,91_37
2512,2,1,,91_37
2513,3,1,,91_37
2536,1,1,5 с,92_29
2537,2,1,,92_29
2538,3,1,,92_29
2539,4,1,,92_29
2540,5,1,,92_29
2541,6,1,,92_29
2542,7,1,,92_29
2543,8,1,,92_29
2544,9,1,,92_29
2545,1,1,,92_9
2546,2,1,,92_9
2547,3,1,,92_9
2548,4,1,,92_9
2549,1,1,,92_23
2550,2,1,,92_23
2551,1,1,,92_32
2552,2,1,,92_32
2553,3,1,,92_32
2554,4,1,,92_32
2555,1,1,,92_18
2556,2,1,,92_18
2557,3,1,,92_18
2582,1,1,,93_1
2583,2,1,,93_1
2584,3,1,,93_1
2585,4,1,,93_1
2586,5,1,,93_1
2587,1,1,,93_3
2588,2,1,,93_3
2589,3,1,,93_3
2590,4,1,,93_3
2591,5,1,,93_3
2592,6,1,,93_3
2593,7,1,,93_3
2594,1,1,,93_5
2595,2,1,,93_5
2596,3,1,,93_5
2615,1,1,2с,94_29
2616,2,1,,94_29
2617,3,1,,94_29
2618,4,1,,94_29
2619,5,1,,94_29
2620,6,1,,94_29
2621,7,1,,94_29
2622,8,1,,94_29
2623,9,1,,94_29
2624,1,1,,94_28
2625,2,1,,94_28
2626,3,1,,94_28
2627,4,1,,94_28
2628,1,1,,94_23
2629,2,1,,94_23
2630,1,1,Слева,94_25
2631,2,1,,94_25
2632,3,1,,94_25
2642,1,1,,95_31
2643,2,1,,95_31
2644,3,1,,95_31
2645,4,1,,95_31
2646,1,1,,95_1
2647,2,1,,95_1
2648,3,1,,95_1
2649,1,1,,95_7
2650,2,1,,95_7
2675,1,1,2с,96_29
2676,2,1,,96_29
2677,3,1,,96_29
2678,4,1,,96_29
2679,5,1,,96_29
2680,6,1,,96_29
2681,7,1,,96_29
2682,8,1,,96_29
2683,9,1,,96_29
2684,1,1,,96_45
2685,2,1,,96_45
2686,3,1,,96_45
2687,1,1,,96_17
2688,2,1,,96_17
2689,3,1,,96_17
2690,1,1,,96_19
2691,2,1,,96_19
2692,3,1,,96_19
2693,1,1,,96_22
2694,2,1,,96_22
2695,3,1,,96_22
2696,1,1,,96_48
2697,2,1,,96_48
2698,3,1,,96_48
2713,1,1,,97_42
2714,2,1,,97_42
2715,3,1,,97_42
2716,1,1,,97_16
2717,2,1,,97_16
2718,3,1,,97_16
2719,4,1,,97_16
2720,5,1,,97_16
2721,6,1,,97_16
2722,7,1,,97_16
2723,1,1,2 паузы,97_51
2724,2,1,2 паузы,97_51
2725,3,1,2 паузы,97_51
2726,4,1,2 паузы,97_51
2749,1,1,3 с,98_29
2750,2,1,,98_29
2751,3,1,,98_29
2752,4,1,,98_29
2753,5,1,,98_29
2754,6,1,,98_29
2755,7,1,,98_29
2756,8,1,,98_29
2757,9,1,,98_29
2758,1,1,,98_15
2759,2,1,,98_15
2760,3,1,,98_15
2761,4,1,,98_15
2762,5,1,,98_15
2763,1,1,,98_53
2764,2,1,,98_53
2765,1,1,,98_39
2766,2,1,,98_39
2767,3,1,,98_39
2768,1,1,,98_25
2769,2,1,,98_25
2770,3,1,,98_25
2784,1,1,,99_2
2785,2,1,,99_2
2786,3,1,,99_2
2787,4,1,,99_2
2788,5,1,,99_2
2789,1,1,,99_1
2790,2,1,,99_1
2791,3,1,,99_1
2792,4,1,,99_1
2793,1,1,,99_3
2794,2,1,,99_3
2795,3,1,,99_3
2818,1,1,2с,100_29
2819,2,1,,100_29
2820,3,1,,100_29
2821,4,1,,100_29
2822,5,1,,100_29
2823,6,1,,100_29
2824,7,1,,100_29
2825,8,1,,100_29
2826,9,1,,100_29
2827,1,1,,100_28
2828,2,1,,100_28
2829,3,1,,100_28
2830,4,1,,100_28
2831,1,1,,100_24
2832,2,1,,100_24
2833,3,1,,100_24
2834,1,1,,100_55
2835,2,1,,100_55
2836,3,1,,100_55
2837,1,1,Слева,100_25
2838,2,1,,100_25
2839,3,1,,100_25
2854,1,1,,101_42
2855,2,1,,101_42
2856,3,1,,101_42
2857,1,1,,101_16
2858,2,1,,101_16
2859,3,1,,101_16
2860,4,1,,101_16
2861,5,1,,101_16
2862,6,1,,101_16
2863,7,1,,101_16
2864,1,1,,101_7
2865,1,1,,101_5
2866,2,1,,101_5
2867,3,1,,101_5
2918,1,1,3 с,103_29
2919,2,1,,103_29
2920,3,1,,103_29
2921,4,1,,103_29
2922,5,1,,103_29
2923,6,1,,103_29
2924,7,1,,103_29
2925,8,1,,103_29
2926,9,1,,103_29
2927,1,1,,103_45
2928,2,1,,103_45
2929,3,1,,103_45
2930,4,1,,103_45
2931,1,1,,103_35
2932,2,1,,103_35
2933,3,1,,103_35
2934,1,1,,103_40
2935,2,1,,103_40
2936,3,1,,103_40
2937,1,1,Прямая штанга,103_22
2938,2,1,,103_22
2939,3,1,,103_22
2940,1,1,,103_18
2941,2,1,,103_18
2942,3,1,,103_18
2955,1,1,,104_42
2956,2,1,,104_42
2957,3,1,,104_42
2958,1,1,Пауза в середине 3с,104_51
2959,2,1,,104_51
2960,3,1,,104_51
2961,4,1,,104_51
2962,5,1,,104_51
2963,6,1,,104_51
2964,1,1,,104_7
2965,2,1,,104_7
2966,3,1,,104_7
2991,1,1,5с,105_29
2992,2,1,,105_29
2993,3,1,,105_29
2994,4,1,,105_29
2995,5,1,,105_29
2996,6,1,,105_29
2997,7,1,,105_29
2998,8,1,,105_29
2999,9,1,,105_29
3000,1,1,,105_28
3001,2,1,,105_28
3002,3,1,,105_28
3003,4,1,,105_28
3004,1,1,,105_53
3005,2,1,,105_53
3006,3,1,,105_53
3007,4,1,,105_53
3008,1,1,,105_39
3009,2,1,,105_39
3010,3,1,,105_39
3011,4,1,,105_39
3012,1,1,Слева,105_25
3013,2,1,,105_25
3014,3,1,,105_25
3030,1,1,,106_1
3031,2,1,,106_1
3032,3,1,,106_1
3033,4,1,,106_1
3034,1,1,,106_16
3035,2,1,,106_16
3036,3,1,,106_16
3037,4,1,,106_16
3038,5,1,,106_16
3039,6,1,,106_16
3040,7,1,,106_16
3041,8,1,,106_16
3042,1,1,,106_7
3043,2,1,,106_7
3044,3,1,,106_7
3069,1,1,2с,107_29
3070,2,1,,107_29
3071,3,1,,107_29
3072,4,1,,107_29
3073,5,1,,107_29
3074,6,1,,107_29
3075,7,1,,107_29
3076,8,1,,107_29
3077,9,1,,107_29
3078,1,1,,107_9
3079,2,1,,107_9
3080,3,1,,107_9
3081,1,1,,107_32
3082,2,1,,107_32
3083,3,1,,107_32
3084,4,1,,107_32
3085,1,1,,107_35
3086,2,1,,107_35
3087,3,1,,107_35
3088,1,1,,107_40
3089,2,1,,107_40
3090,3,1,,107_40
3091,1,1,,107_24
3092,2,1,,107_24
3121,1,1,,108_1
3122,2,1,,108_1
3123,3,1,,108_1
3124,4,1,,108_1
3125,5,1,,108_1
3126,6,1,,108_1
3127,7,1,,108_1
3128,1,1,,108_3
3129,2,1,,108_3
3130,3,1,,108_3
3131,4,1,,108_3
3132,1,1,,108_5
3133,2,1,,108_5
3134,3,1,,108_5
3158,1,1,2с,109_29
3159,2,1,,109_29
3160,3,1,,109_29
3161,4,1,,109_29
3162,5,1,,109_29
3163,6,1,,109_29
3164,7,1,,109_29
3165,8,1,,109_29
3166,9,1,,109_29
3167,1,1,,109_6
3168,2,1,,109_6
3169,3,1,,109_6
3170,4,1,,109_6
3171,1,1,Technogym,109_53
3172,2,1,,109_53
3173,3,1,,109_53
3174,4,1,,109_53
3175,1,1,,109_24
3176,2,1,,109_24
3177,3,1,,109_24
3178,1,1,,109_14
3179,2,1,,109_14
3180,3,1,,109_14
3192,1,1,,110_42
3193,2,1,,110_42
3194,3,1,,110_42
3195,1,1,,110_51
3196,2,1,,110_51
3197,3,1,,110_51
3198,4,1,,110_51
3199,5,1,,110_51
3200,6,1,,110_51
3201,7,1,,110_51
3202,1,1,,110_7
3226,1,1,3с,111_29
3227,2,1,,111_29
3228,3,1,,111_29
3229,4,1,,111_29
3230,5,1,,111_29
3231,6,1,,111_29
3232,7,1,,111_29
3233,8,1,,111_29
3234,9,1,,111_29
3235,1,1,,111_45
3236,2,1,,111_45
3237,3,1,,111_45
3238,4,1,,111_45
3239,1,1,,111_14
3240,2,1,,111_14
3241,3,1,,111_14
3242,4,1,,111_14
3243,1,1,,111_46
3244,2,1,,111_46
3245,3,1,,111_46
3246,1,1,,111_39
3247,2,1,,111_39
3248,3,1,,111_39
3266,1,1,,112_1
3267,2,1,,112_1
3268,3,1,,112_1
3269,4,1,,112_1
3270,5,1,,112_1
3271,6,1,,112_1
3272,7,1,,112_1
3273,1,1,,112_3
3274,2,1,,112_3
3275,3,1,,112_3
3276,4,1,,112_3
3277,1,1,,112_38
3278,2,1,,112_38
3279,3,1,,112_38
3280,1,1,,112_5
3281,2,1,,112_5
3282,3,1,,112_5
3319,1,1,5с,113_29
3320,2,1,,113_29
3321,3,1,,113_29
3322,4,1,,113_29
3323,5,1,,113_29
3324,6,1,,113_29
3325,7,1,,113_29
3326,8,1,,113_29
3327,9,1,,113_29
3328,1,1,35 градусов,113_9
3329,2,1,,113_9
3330,1,1,,113_23
3331,2,1,,113_23
3332,1,1,,113_53
3333,2,1,,113_53
3334,3,1,,113_53
3335,1,1,,113_24
3336,2,1,,113_24
3351,1,1,,114_1
3352,2,1,,114_1
3353,3,1,,114_1
3354,4,1,,114_1
3355,5,1,,114_1
3356,6,1,,114_1
3357,7,1,,114_1
3358,8,1,,114_1
3359,1,1,,114_3
3360,2,1,,114_3
3361,3,1,,114_3
3362,1,1,,114_5
3363,2,1,,114_5
3364,3,1,,114_5
3386,1,1,2c,115_29
3387,2,1,,115_29
3388,3,1,,115_29
3389,4,1,,115_29
3390,5,1,,115_29
3391,6,1,,115_29
3392,7,1,,115_29
3393,8,1,,115_29
3394,9,1,,115_29
3395,1,1,,115_15
3396,2,1,,115_15
3397,3,1,,115_15
3398,4,1,,115_15
3399,1,1,,115_24
3400,2,1,,115_24
3401,3,1,,115_24
3402,1,1,,115_14
3403,2,1,,115_14
3404,3,1,,115_14
3405,1,1,Слева,115_25
3406,2,1,,115_25
3421,1,1,,116_42
3422,2,1,,116_42
3423,3,1,,116_42
3424,1,1,,116_3
3425,2,1,,116_3
3426,3,1,,116_3
3427,4,1,,116_3
3428,5,1,,116_3
3429,6,1,,116_3
3430,7,1,,116_3
3431,1,1,,116_38
3432,2,1,,116_38
3433,3,1,,116_38
3452,1,1,,117_2
3453,2,1,,117_2
3454,3,1,,117_2
3455,4,1,,117_2
3456,5,1,,117_2
3457,1,1,,117_23
3458,2,1,,117_23
3459,1,1,,117_17
3460,2,1,,117_17
3461,3,1,,117_17
3462,1,1,,117_19
3463,2,1,,117_19
3464,3,1,,117_19
3465,1,1,,117_22
3466,2,1,,117_22
3467,3,1,,117_22
3468,1,1,,117_18
3469,2,1,,117_18
3485,1,1,,118_31
3486,2,1,,118_31
3487,3,1,,118_31
3488,4,1,,118_31
3489,5,1,,118_31
3490,6,1,,118_31
3491,1,1,,118_4
3492,2,1,,118_4
3493,3,1,,118_4
3494,4,1,,118_4
3495,1,1,,118_43
3496,2,1,,118_43
3497,3,1,,118_43
3498,1,1,,118_3
3499,2,1,,118_3
3520,1,1,,119_2
3521,2,1,,119_2
3522,3,1,,119_2
3523,4,1,,119_2
3524,5,1,,119_2
3525,1,1,,119_24
3526,2,1,,119_24
3527,3,1,,119_24
3528,1,1,,119_35
3529,2,1,,119_35
3530,3,1,,119_35
3531,1,1,,119_19
3532,2,1,,119_19
3533,3,1,,119_19
3534,1,1,,119_22
3535,2,1,,119_22
3536,3,1,,119_22
3537,1,1,,119_48
3538,2,1,,119_48
3539,3,1,,119_48
3551,1,1,,120_1
3552,2,1,,120_1
3553,3,1,,120_1
3554,4,1,,120_1
3555,1,1,,120_16
3556,2,1,,120_16
3557,3,1,,120_16
3558,4,1,,120_16
3559,5,1,,120_16
3560,6,1,,120_16
3561,1,1,,120_7
3602,1,1,2с,121_29
3603,2,1,,121_29
3604,3,1,,121_29
3605,4,1,,121_29
3606,5,1,,121_29
3607,6,1,,121_29
3608,7,1,,121_29
3609,8,1,,121_29
3610,9,1,,121_29
3611,1,1,,121_15
3612,2,1,,121_15
3613,3,1,,121_15
3614,1,1,,121_23
3615,2,1,,121_23
3616,1,1,,121_32
3617,2,1,,121_32
3618,3,1,,121_32
3619,1,1,,121_25
3620,2,1,,121_25
3621,3,1,,121_25
3637,1,1,,122_1
3638,2,1,,122_1
3639,3,1,,122_1
3640,4,1,,122_1
3641,5,1,,122_1
3642,6,1,,122_1
3643,7,1,,122_1
3644,8,1,,122_1
3645,1,1,,122_3
3646,2,1,,122_3
3647,3,1,,122_3
3648,4,1,,122_3
3649,1,1,,122_38
3650,2,1,,122_38
3651,3,1,,122_38
3652,1,1,,122_57
3653,2,1,,122_57
3654,3,1,,122_57
3674,1,1,3с,123_29
3675,2,1,,123_29
3676,3,1,,123_29
3677,4,1,,123_29
3678,5,1,,123_29
3679,6,1,,123_29
3680,7,1,,123_29
3681,8,1,,123_29
3682,9,1,,123_29
3683,1,1,35 градусов,123_9
3684,2,1,,123_9
3685,3,1,,123_9
3686,1,1,,123_23
3687,2,1,,123_23
3688,1,1,,123_32
3689,2,1,,123_32
3690,1,1,,123_39
3691,2,1,,123_39
3692,3,1,,123_39
3703,1,1,,124_1
3704,2,1,,124_1
3705,3,1,,124_1
3706,1,1,,124_16
3707,2,1,,124_16
3708,3,1,,124_16
3709,4,1,,124_16
3710,5,1,,124_16
3711,6,1,,124_16
3712,1,1,,124_7
3738,1,1,5с,125_29
3739,2,1,,125_29
3740,3,1,,125_29
3741,4,1,,125_29
3742,5,1,,125_29
3743,6,1,,125_29
3744,7,1,,125_29
3745,8,1,,125_29
3746,9,1,,125_29
3747,1,1,,125_45
3748,2,1,,125_45
3749,3,1,,125_45
3750,4,1,,125_45
3751,1,1,,125_35
3752,2,1,,125_35
3753,3,1,,125_35
3754,1,1,,125_40
3755,2,1,,125_40
3756,3,1,,125_40
3757,1,1,,125_22
3758,2,1,,125_22
3759,3,1,,125_22
3760,1,1,,125_48
3761,2,1,,125_48
3762,3,1,,125_48
3778,1,1,,126_1
3779,2,1,,126_1
3780,3,1,,126_1
3781,4,1,,126_1
3782,5,1,,126_1
3783,6,1,,126_1
3784,7,1,,126_1
3785,8,1,,126_1
3786,1,1,,126_42
3787,2,1,,126_42
3788,1,1,,126_3
3789,2,1,,126_3
3790,1,1,,126_57
3791,2,1,,126_57
3792,3,1,,126_57
3811,1,1,2c,127_29
3812,2,1,,127_29
3813,3,1,,127_29
3814,4,1,,127_29
3815,5,1,,127_29
3816,6,1,,127_29
3817,7,1,,127_29
3818,8,1,,127_29
3819,9,1,,127_29
3820,1,1,,127_6
3821,2,1,,127_6
3822,3,1,,127_6
3823,1,1,,127_53
3824,2,1,,127_53
3825,3,1,,127_53
3826,1,1,,127_24
3827,2,1,,127_24
3828,3,1,,127_24
3841,1,1,,128_42
3842,2,1,,128_42
3843,3,1,,128_42
3844,1,1,,128_3
3845,2,1,,128_3
3846,3,1,,128_3
3847,4,1,,128_3
3848,5,1,,128_3
3849,6,1,,128_3
3850,7,1,,128_3
3851,8,1,,128_3
3852,1,1,,128_7
3853,2,1,,128_7
3894,1,1,2с,129_29
3895,2,1,,129_29
3896,3,1,,129_29
3897,4,1,,129_29
3898,5,1,,129_29
3899,6,1,,129_29
3900,7,1,,129_29
3901,8,1,,129_29
3902,9,1,,129_29
3903,1,1,,129_15
3904,2,1,,129_15
3905,1,1,,129_58
3906,2,1,,129_58
3907,3,1,,129_58
3908,1,1,,129_59
3909,2,1,,129_59
3910,3,1,,129_59
3911,1,1,,129_48
3912,2,1,,129_48
3913,3,1,,129_48
3948,1,1,,130_1
3949,2,1,,130_1
3950,3,1,,130_1
3951,4,1,,130_1
3952,5,1,,130_1
3953,6,1,,130_1
3954,7,1,,130_1
3955,8,1,,130_1
3956,9,1,,130_1
3957,10,1,,130_1
3958,1,1,,130_16
3959,2,1,,130_16
3960,3,1,,130_16
3961,4,1,,130_16
3962,1,1,,130_38
3963,2,1,,130_38
3964,3,1,,130_38
3984,1,1,3с,132_29
3985,2,1,,132_29
3986,3,1,,132_29
3987,4,1,,132_29
3988,5,1,,132_29
3989,6,1,,132_29
3990,7,1,,132_29
3991,8,1,,132_29
3992,9,1,,132_29
3993,1,1,,132_45
3994,2,1,,132_45
3995,3,1,,132_45
3996,1,1,,132_23
3997,2,1,,132_23
3998,1,1,,132_53
3999,2,1,,132_53
4000,1,1,,132_24
4001,2,1,,132_24
4002,3,1,,132_24
4019,1,1,,133_42
4020,2,1,,133_42
4021,3,1,,133_42
4022,4,1,,133_42
4023,1,1,,133_16
4024,2,1,,133_16
4025,3,1,,133_16
4026,4,1,,133_16
4027,5,1,,133_16
4028,6,1,,133_16
4029,7,1,,133_16
4030,8,1,,133_16
4031,1,1,,133_7
4032,1,1,,133_57
4033,2,1,,133_57
4034,3,1,,133_57
4055,1,1,5с,134_29
4056,2,1,,134_29
4057,3,1,,134_29
4058,4,1,,134_29
4059,5,1,,134_29
4060,6,1,,134_29
4061,7,1,,134_29
4062,8,1,,134_29
4063,9,1,,134_29
4064,1,1,,134_6
4065,2,1,,134_6
4066,3,1,,134_6
4067,1,1,,134_23
4068,2,1,,134_23
4069,1,1,,134_59
4070,2,1,,134_59
4071,3,1,,134_59
4072,1,1,,134_58
4073,2,1,,134_58
4074,3,1,,134_58
4075,1,1,,134_48
4076,2,1,,134_48
4077,3,1,,134_48
4078,1,1,Локоть заболел,134_60
4079,1,1,,134_41
4080,2,1,,134_41
4091,1,1,,135_10
4092,2,1,,135_10
4093,3,1,,135_10
4094,1,1,,135_42
4095,2,1,,135_42
4096,1,1,,135_16
4097,2,1,,135_16
4118,1,1,2с,136_29
4119,2,1,,136_29
4120,3,1,,136_29
4121,4,1,,136_29
4122,5,1,,136_29
4123,6,1,,136_29
4124,7,1,,136_29
4125,8,1,,136_29
4126,9,1,,136_29
4127,1,1,,136_15
4128,2,1,,136_15
4129,3,1,,136_15
4130,1,1,,136_23
4131,2,1,,136_23
4132,1,1,,136_53
4133,2,1,,136_53
4134,3,1,,136_53
4135,1,1,,136_25
4136,2,1,,136_25
4137,3,1,,136_25
4150,1,1,,137_31
4151,2,1,,137_31
4152,1,1,,137_16
4153,2,1,,137_16
4154,3,1,,137_16
4155,4,1,,137_16
4156,5,1,,137_16
4157,6,1,,137_16
4158,7,1,,137_16
4159,8,1,,137_16
4160,9,1,,137_16
4161,1,1,,137_7
4173,1,1,,138_2
4174,2,1,,138_2
4175,3,1,,138_2
4176,4,1,,138_2
4177,1,1,,138_28
4178,2,1,,138_28
4179,1,1,,138_17
4180,2,1,,138_17
4181,3,1,,138_17
4182,1,1,,138_25
4183,2,1,,138_25
4195,1,1,,139_10
4196,2,1,,139_10
4197,3,1,,139_10
4198,1,1,,139_42
4199,2,1,,139_42
4200,3,1,,139_42
4201,1,1,,139_3
4202,2,1,,139_3
4203,3,1,,139_3
4204,4,1,,139_3
4205,5,1,,139_3
4222,1,1,,140_2
4223,2,1,,140_2
4224,3,1,,140_2
4225,4,1,,140_2
4226,1,1,,140_23
4227,2,1,,140_23
4228,3,1,,140_23
4229,1,1,,140_17
4230,2,1,,140_17
4231,3,1,,140_17
4232,1,1,,140_19
4233,2,1,,140_19
4234,3,1,,140_19
4235,1,1,,140_61
4236,2,1,,140_61
4237,3,1,,140_61
4253,1,1,,141_62
4254,2,1,,141_62
4255,3,1,,141_62
4256,4,1,,141_62
4257,1,1,,141_16
4258,2,1,,141_16
4259,3,1,,141_16
4260,4,1,,141_16
4261,5,1,,141_16
4262,6,1,,141_16
4263,7,1,,141_16
4264,8,1,,141_16
4265,1,1,,141_26
4266,2,1,,141_26
4267,3,1,,141_26
4278,1,1,,142_2
4279,2,1,,142_2
4280,3,1,,142_2
4281,4,1,,142_2
4282,1,1,,142_23
4283,2,1,,142_23
4284,1,1,,142_17
4285,2,1,,142_17
4286,1,1,,142_22
4287,2,1,,142_22
4298,1,1,,143_2
4299,2,1,,143_2
4300,3,1,,143_2
4301,4,1,,143_2
4302,1,1,,143_23
4303,2,1,,143_23
4304,1,1,,143_17
4305,2,1,,143_17
4306,1,1,,143_22
4307,2,1,,143_22
4321,1,1,,144_1
4322,2,1,,144_1
4323,3,1,,144_1
4324,4,1,,144_1
4325,5,1,,144_1
4326,6,1,,144_1
4327,7,1,,144_1
4328,1,1,,144_3
4329,2,1,,144_3
4330,3,1,,144_3
4331,4,1,,144_3
4332,5,1,,144_3
4333,6,1,,144_3
4355,1,1,2с,145_29
4356,2,1,,145_29
4357,3,1,,145_29
4358,4,1,,145_29
4359,5,1,,145_29
4360,6,1,,145_29
4361,7,1,,145_29
4362,8,1,,145_29
4363,9,1,,145_29
4364,1,1,,145_45
4365,2,1,,145_45
4366,3,1,,145_45
4367,1,1,,145_17
4368,2,1,,145_17
4369,3,1,,145_17
4370,1,1,,145_19
4371,2,1,,145_19
4372,3,1,,145_19
4373,1,1,,145_48
4374,2,1,,145_48
4375,3,1,,145_48
4389,1,1,,146_31
4390,2,1,,146_31
4391,3,1,,146_31
4392,1,1,,146_16
4393,2,1,,146_16
4394,3,1,,146_16
4395,4,1,,146_16
4396,5,1,,146_16
4397,6,1,,146_16
4398,7,1,,146_16
4399,8,1,,146_16
4400,1,1,,146_7
4401,2,1,,146_7
4456,1,1,3с,147_29
4457,2,1,,147_29
4458,3,1,,147_29
4459,4,1,,147_29
4460,5,1,,147_29
4461,6,1,,147_29
4462,7,1,,147_29
4463,8,1,,147_29
4464,9,1,,147_29
4465,1,1,,147_15
4466,2,1,,147_15
4467,3,1,,147_15
4468,1,1,,147_17
4469,2,1,,147_17
4470,3,1,,147_17
4471,1,1,,147_35
4472,2,1,,147_35
4473,3,1,,147_35
4474,1,1,,147_40
4475,2,1,,147_40
4476,3,1,,147_40
4477,1,1,,147_24
4478,2,1,,147_24
4479,3,1,,147_24
4480,1,1,,147_25
4481,2,1,,147_25
4482,3,1,,147_25
4506,1,1,Пауза 5с,148_29
4507,2,1,,148_29
4508,3,1,,148_29
4509,4,1,,148_29
4510,5,1,,148_29
4511,6,1,,148_29
4512,7,1,,148_29
4513,8,1,,148_29
4514,9,1,,148_29
4515,1,1,,148_45
4516,2,1,,148_45
4517,1,1,,148_59
4518,2,1,,148_59
4519,3,1,,148_59
4520,1,1,,148_63
4521,2,1,,148_63
4522,3,1,,148_63
4523,1,1,,148_48
4524,2,1,,148_48
4525,3,1,,148_48
4526,1,1,,148_22
4527,2,1,,148_22
4528,3,1,,148_22
4542,1,1,,149_42
4543,2,1,,149_42
4544,3,1,,149_42
4545,4,1,,149_42
4546,1,1,,149_16
4547,2,1,,149_16
4548,3,1,,149_16
4549,4,1,,149_16
4550,5,1,,149_16
4551,6,1,,149_16
4552,7,1,,149_16
4553,1,1,,149_7
4580,1,1,2с,150_29
4581,2,1,,150_29
4582,3,1,,150_29
4583,4,1,,150_29
4584,5,1,,150_29
4585,6,1,,150_29
4586,7,1,,150_29
4587,8,1,,150_29
4588,9,1,,150_29
4589,1,1,,150_15
4590,2,1,,150_15
4591,3,1,,150_15
4592,4,1,,150_15
4593,1,1,,150_32
4594,2,1,,150_32
4595,3,1,,150_32
4596,1,1,,150_24
4597,2,1,,150_24
4598,3,1,,150_24
4599,1,1,,150_13
4600,2,1,,150_13
4601,3,1,,150_13
4602,4,1,,150_13
4621,1,1,,151_1
4622,2,1,,151_1
4623,3,1,,151_1
4624,4,1,,151_1
4625,5,1,,151_1
4626,6,1,,151_1
4627,7,1,,151_1
4628,1,1,,151_3
4629,2,1,,151_3
4630,3,1,,151_3
4631,4,1,,151_3
4632,5,1,,151_3
4633,6,1,,151_3
4634,7,1,,151_3
4635,1,1,,151_38
4636,2,1,,151_38
4637,3,1,,151_38
4638,4,1,,151_38
4667,1,1,2с,152_29
4668,2,1,,152_29
4669,3,1,,152_29
4670,4,1,,152_29
4671,5,1,,152_29
4672,6,1,,152_29
4673,7,1,,152_29
4674,8,1,,152_29
4675,9,1,,152_29
4676,1,1,,152_45
4677,2,1,,152_45
4678,3,1,,152_45
4679,1,1,,152_39
4680,2,1,,152_39
4681,3,1,,152_39
4682,1,1,,152_58
4683,2,1,,152_58
4684,3,1,,152_58
4685,1,1,,152_19
4686,2,1,,152_19
4687,3,1,,152_19
4688,1,1,,152_54
4689,2,1,,152_54
4690,3,1,,152_54
4691,1,1,,152_25
4692,2,1,,152_25
4693,3,1,,152_25
4724,1,1,,153_31
4725,2,1,,153_31
4726,3,1,,153_31
4727,4,1,,153_31
4728,5,1,,153_31
4729,6,1,,153_31
4730,1,1,,153_42
4731,2,1,,153_42
4732,3,1,,153_42
4733,1,1,Две паузы,153_51
4734,2,1,,153_51
4735,3,1,,153_51
4736,4,1,,153_51
4737,5,1,,153_51
4738,6,1,,153_51
4760,1,1,3c,154_29
4761,2,1,,154_29
4762,3,1,,154_29
4763,4,1,,154_29
4764,5,1,,154_29
4765,6,1,,154_29
4766,7,1,,154_29
4767,8,1,,154_29
4768,9,1,,154_29
4769,1,1,,154_32
4770,2,1,,154_32
4771,3,1,,154_32
4772,1,1,,154_23
4773,2,1,,154_23
4774,3,1,,154_23
4775,1,1,,154_17
4776,2,1,,154_17
4777,3,1,,154_17
4789,1,1,,155_1
4790,2,1,,155_1
4791,3,1,,155_1
4792,4,1,,155_1
4793,5,1,,155_1
4794,1,1,,155_7
4795,2,1,,155_7
4796,3,1,,155_7
4797,4,1,,155_7
4798,5,1,,155_7
4799,6,1,,155_7
4823,1,1,5с,156_29
4824,2,1,,156_29
4825,3,1,,156_29
4826,4,1,,156_29
4827,5,1,,156_29
4828,6,1,,156_29
4829,7,1,,156_29
4830,8,1,,156_29
4831,9,1,,156_29
