2014-04-18 ; Жим ногами + дотяг
;;;Кроссовер справа;;;;;;;;;;;;;;;;;
2014-08-15 ; Тяга 190 3х2 и все
;;Становая тяга;    190.00;    190.00;    190.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         2;         2;         2;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    212.50;"=RC[-3]*RC[-4]"
2014-08-18 ; Жим с паузой 100 6х4 П-гриф, плечи, трицепс
;;Жим лежа с паузой;    100.00;    100.00;    100.00;    100.00;    100.00;    100.00;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;         4;         4;         4;         4;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    127.06;"=RC[-3]*RC[-4]"
;;;3 сек;3 сек;3 сек;3 сек;3 сек;3 сек;;;;;;;;;;;;
;;Жим П-грифа;     90.00;     90.00;     90.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;         4;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     98.18;"=RC[-3]*RC[-4]"
;;Жим штанги с груди сидя в смите;     60.00;     60.00;     60.00;     60.00;     60.00;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         3;         3;         3;         3;         3;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     75.48;"=RC[-3]*RC[-4]"
;;Разгибание рук с гантелью из-за головы сидя;     29.50;     34.00;     38.60;     38.60;     29.50;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        20;        15;        12;        10;        15;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     55.58;"=RC[-3]*RC[-4]"
2014-08-20 ; Легк присед с паузой тяга до 200 2х2
;;Присед с паузой внизу;    120.00;    120.00;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    152.73;"=RC[-3]*RC[-4]"
;;;Пауза 4 с;Пауза 4 с;;;;;;;;;;;;;;;;
;;Становая тяга;    100.00;    120.00;    140.00;    160.00;    180.00;    180.00;    200.00;    200.00;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;         3;         2;         3;         3;         2;         2;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    212.50;"=RC[-3]*RC[-4]"
2014-08-27 ; После болезни жим 100 5х5, бабочка трицепс
;;Жим штанги лежа на горизонтальной скамье;    100.00;    100.00;    100.00;    100.00;    100.00;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         5;         5;         5;         5;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    137.50;"=RC[-3]*RC[-4]"
;;Бабочка;     55.00;     55.00;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        20;        20;;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    139.09;"=RC[-3]*RC[-4]"
;;Жим книзу в блочном тренажере двумя руками;     64.00;     64.00;     64.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        15;        15;        15;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    109.33;"=RC[-3]*RC[-4]"
;;;Кроссовер справа;Кроссовер справа;Кроссовер справа;;;;;;;;;;;;;;;
2014-08-30 ; После болезни жим ногами и тяга
;;Жим ногами в тренажере;    240.00;    240.00;    240.00;    240.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         8;         8;         8;         8;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    394.84;"=RC[-3]*RC[-4]"
;;Становая тяга;    140.00;    140.00;    160.00;    160.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;         4;         4;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    212.50;"=RC[-3]*RC[-4]"
2014-09-01 ; Жим 105 2х3 плечи спина
;;Жим штанги лежа на горизонтальной скамье;     70.00;     90.00;     90.00;    105.00;    105.00;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         4;         4;         3;         3;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    137.50;"=RC[-3]*RC[-4]"
;;Разведение гантелей в стороны стоя;     13.60;     13.60;     13.60;     13.60;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        10;        10;        10;        10;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     23.69;"=RC[-3]*RC[-4]"
;;Верхний хаммер;     45.00;     45.00;     45.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        10;        10;        10;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     98.18;"=RC[-3]*RC[-4]"
2014-09-19 ; После отпуска присед 140 жим 100
;;Приседания со штангой на плечах;    140.00;    140.00;    140.00;    140.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;         4;         4;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    210.00;"=RC[-3]*RC[-4]"
;;Жим штанги лежа на горизонтальной скамье;    100.00;    100.00;    100.00;    100.00;    100.00;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         5;         5;         5;         5;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    137.50;"=RC[-3]*RC[-4]"
;;Вертикальная тяга верхнего блока к груди широким хватом;     63.50;     63.50;     63.50;     63.50;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        10;        10;        10;        10;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    121.33;"=RC[-3]*RC[-4]"
;;Подъем штанги на бицепс стоя;     40.00;     40.00;     40.00;     40.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        10;        10;        10;        10;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     66.67;"=RC[-3]*RC[-4]"
2014-09-22 ; Легкие присед 120 и тяга яма 140
;;Приседания со штангой на плечах;    120.00;    120.00;    120.00;    120.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;         4;         4;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    210.00;"=RC[-3]*RC[-4]"
;;Становая тяга из ямы;     70.00;    100.00;    120.00;    140.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         5;         4;         3;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    200.00;"=RC[-3]*RC[-4]"
;;Сгибания ног сидя на тренажере;     65.00;     65.00;     65.00;     65.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        15;        15;        15;        15;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    113.33;"=RC[-3]*RC[-4]"
2014-09-24 ; Жим 105 5х3, П-гриф плечи трицепс
;;Жим штанги лежа на горизонтальной скамье;     70.00;     90.00;    105.00;    105.00;    105.00;    105.00;    105.00;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         4;         3;         3;         3;         3;         3;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    137.50;"=RC[-3]*RC[-4]"
;;Жим П-грифа;     80.00;     80.00;     80.00;     80.00;     80.00;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         5;         5;         5;         5;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     98.18;"=RC[-3]*RC[-4]"
;;Жим штанги с груди сидя в смите;     50.00;     50.00;     50.00;     50.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         6;         6;         6;         6;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     75.48;"=RC[-3]*RC[-4]"
;;Разведение гантелей в стороны стоя;     15.90;     15.90;     15.90;     15.90;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         8;         8;         8;         8;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     23.69;"=RC[-3]*RC[-4]"
;;Жим книзу в блочном тренажере двумя руками;     77.00;     77.00;     77.00;     77.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        12;        12;        12;        12;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    109.33;"=RC[-3]*RC[-4]"
;;;Кросс справа;;;;;;;;;;;;;;;;;
2014-09-26 ; Присед скам 130 тяга яма 160 5х3 плинты 190 4х3 200х1
;;Приседания на скамью;    130.00;    130.00;    130.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         5;         5;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    164.57;"=RC[-3]*RC[-4]"
;;Становая тяга из ямы;     70.00;    100.00;    120.00;    140.00;    160.00;    160.00;    160.00;    160.00;    160.00;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         5;         5;         5;         3;         3;         3;         3;         3;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    200.00;"=RC[-3]*RC[-4]"
;;Становая тяга с плинтов;    180.00;    190.00;    190.00;    190.00;    190.00;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         3;         3;         3;         3;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    220.00;"=RC[-3]*RC[-4]"
2014-09-29 ; Жим гантелей 5х12 плечи
;;Жим гантелей лежа на горизонтальной скамье;     27.00;     29.00;     29.00;     29.00;     29.00;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        12;        12;        12;        12;        12;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     44.83;"=RC[-3]*RC[-4]"
;;Жим штанги на скамье с наклоном вверх;     80.00;     80.00;     70.00;     70.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         6;         6;         6;         6;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    120.00;"=RC[-3]*RC[-4]"
;;Жим штанги с груди сидя в смите;     50.00;     40.00;     40.00;     40.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         7;         8;         8;         8;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     75.48;"=RC[-3]*RC[-4]"
;;Разведение гантелей сидя;      9.00;      9.00;      9.00;      9.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        10;        10;        10;        10;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     14.73;"=RC[-3]*RC[-4]"
2014-10-01 ; Присед скам до 155, с паузой 120 тяга 140
;;Приседания на скамью;     70.00;    100.00;    120.00;    140.00;    140.00;    155.00;    155.00;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         5;         5;         3;         3;         2;         2;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    164.57;"=RC[-3]*RC[-4]"
;;Присед с паузой внизу;    100.00;    120.00;    120.00;    120.00;    120.00;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         3;         3;         3;         3;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    152.73;"=RC[-3]*RC[-4]"
;;Становая тяга;    100.00;    120.00;    140.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         4;         3;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    212.50;"=RC[-3]*RC[-4]"
2014-10-03 ; Дожимы, жим 107 5х3, плечи трицепс
;;Жим с бруска;    140.00;    150.00;    130.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         2;         2;         2;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    154.29;"=RC[-3]*RC[-4]"
;;; Брусок 15; Брусок 15; Брусок 5;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;    107.50;    107.50;    107.50;    107.50;    107.50;    100.00;     90.00;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         3;         3;         3;         3;         3;         5;         8;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    137.50;"=RC[-3]*RC[-4]"
;;Жим гантелей сидя;     22.70;     25.00;     27.50;     29.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         8;         8;         8;         8;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     36.93;"=RC[-3]*RC[-4]"
;;Махи сидя;     11.30;     11.30;     11.30;     11.30;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         8;         8;         8;         8;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     16.88;"=RC[-3]*RC[-4]"
;;Французский жим лежа;     35.00;     35.00;     35.00;     35.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        10;        10;        10;        10;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     60.00;"=RC[-3]*RC[-4]"
2014-10-06 ; Присед 160 2х3 170 2х1 сгибания, тяга 130
;;Приседания со штангой на плечах;    140.00;    140.00;    160.00;    160.00;    170.00;    170.00;    100.00;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;         3;         3;         1;         1;        10;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    210.00;"=RC[-3]*RC[-4]"
;;Сгибания ног сидя на тренажере;     65.00;     65.00;     65.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        12;        12;        12;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    113.33;"=RC[-3]*RC[-4]"
;;Становая тяга;    130.00;    130.00;    130.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         5;         5;         5;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    212.50;"=RC[-3]*RC[-4]"
2014-10-08 ; Жим с паузой 85-95 9х3 плечи
;;Жим лежа с паузой;     85.00;     85.00;     85.00;     90.00;     90.00;     90.00;     95.00;     95.00;     95.00;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         3;         3;         3;         3;         3;         3;         3;         3;         3;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    127.06;"=RC[-3]*RC[-4]"
;;;2с;2с;2с;;;;;;;;;;;;;;;
;;Бабочка;     65.00;     65.00;     65.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        12;        12;        12;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    139.09;"=RC[-3]*RC[-4]"
;;Жим гантелей сидя;     27.50;     27.50;     27.50;     27.50;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        10;        10;        10;        10;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     36.93;"=RC[-3]*RC[-4]"
;;Махи сидя;     11.30;     11.30;     11.30;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        15;        15;        15;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     16.88;"=RC[-3]*RC[-4]"
2014-10-10 ; Присед пауза 135 2х3 тяга яма 175х2 плинты 200х1
;;Присед с паузой внизу;    120.00;    135.00;    135.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         3;         3;         3;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    152.73;"=RC[-3]*RC[-4]"
;;Становая тяга из ямы;    140.00;    155.00;    175.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         4;         2;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    200.00;"=RC[-3]*RC[-4]"
;;Становая тяга с плинтов;    200.00;;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         1;;;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    220.00;"=RC[-3]*RC[-4]"
2014-10-13 ; Жим пауза 85-95, плечи трицепс
;;Жим лежа с паузой;     85.00;     85.00;     85.00;     90.00;     90.00;     90.00;     95.00;     95.00;     95.00;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         3;         3;         3;         3;         3;         3;         3;         3;         3;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    127.06;"=RC[-3]*RC[-4]"
;;;3 с пауза;;;;;;;;;;;;;;;;;
;;Жим штанги с груди сидя в смите;     45.00;     45.00;     45.00;     45.00;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         8;         8;         8;         8;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     75.48;"=RC[-3]*RC[-4]"
;;Подъем гантелей перед собой;      9.00;     10.00;     10.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        15;        15;        15;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     18.00;"=RC[-3]*RC[-4]"
;;Махи одной рукой поочередно;     11.00;     11.00;     11.00;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        15;        15;        15;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";     18.00;"=RC[-3]*RC[-4]"
;;Жим книзу в блочном тренажере двумя руками;     77.00;     77.00;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;        20;        20;;;;;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    109.33;"=RC[-3]*RC[-4]"
2014-10-15 ; Присед 177 3х2 тяга плинты 175 2х6
;;Приседания со штангой на плечах;    120.00;    140.00;    162.00;    177.00;    177.00;    177.00;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ; КО
;;;         4;         3;         3;         2;         2;         2;;;;;;;;;;;;"=СУММПРОИЗВ(R[-1]C[-17]:R[-1]C[-1];RC[-17]:RC[-1])";"=СУММ(RC[-18]:RC[-2])";"=RC[1]/RC[2]";"=RC[-3]/RC[-2]";    210.00;"=RC[-3]*RC[-4]"
